id,text,offensive_substrings,offensive_sequences
25677,"Pt DEMO: daca ia cartonas galben sambata cu CRAIOVA, nu poate juca in campionat, cupa e altceva, 
 asa este afara cu ungurii din tara, dar sa ramana unguroaicele ca sunt cam curve, umbla numai cu fuste mini si cizme inalte rosii si fara chiloti, mi sa intamplat acum cativa ani, se freaca unguroaicele de nu se vad, in Transilvania a fost asta, belea fata, te place si gata intra cu tine la...fusta scurta...asa ca secuii si ce alte neamuri mai sunteti de boangheni cumani si ... afara cu voi","['afara cu ungurii din tara', 'curve', 'fara chiloti', ' se freaca unguroaicele de nu se vad', 'intra cu tine la...fusta scurta', 'boangheni cumani', 'afara cu voi']","[(109, 134), (175, 180), (233, 245), (279, 315), (375, 406), (457, 473), (481, 493)]"
40793,"Iar fura cfr? Lasa-i sa fure ca sunteti o natie de idioti si slugi, c*rve mioritice ...","['natie de idioti si slugi, c*rve mioritice']","[(42, 83)]"
37390,"trebuie sa fi mandru ca estio un cretin !!!! dar Steaua voastra nenorocita ca a furat 3 puncte de la Rapid, ati uitat repede! cretinilor! CFR NU A FACUT BLAT , si inca ceva , tantatau asta de are treaba cu ungurii din Ardeal , vreua sa-ti transmit ceva basinosule, asculta: 1. CFR ESTE ECHIPA ROMANEASCA, N-ARE LEGATURA CU UNGURII SAU UNGARIA. 2. EU SUNT ROMAN SI TIN CU cfr, care-i problema ta? 3 esti un frustrat si un cretin basinos.","['cretin', 'cretinilor', 'basinosule', 'un frustrat si un cretin basinos']","[(33, 39), (126, 136), (253, 263), (403, 435)]"
33382,probabil piturca deja incearca sa justifice viitoarele neconvocari ale lui muresan la echipa nationala. motivul principal este de fapt ca vine de la cfr cluj. Singura mare greseala de plasament pe care o are cineva la nationala este urmatoarea... piturca e foarte prost plasat pe postul de antrenor! spune adio cat mai esti apreciat de un anumit procent de suporteri domnule...,['e foarte prost plasat pe postul de antrenor'],"[(255, 298)]"
19693,baa sa ma f...u..t.. per norocul lor de oieri si blatisti!!!se le dau prin g..u..rr..a.. lor de cacat,"['sa ma f...u..t.. per norocul lor de oieri si blatisti', 'se le dau prin g..u..rr..a.. lor de cacat']","[(4, 57), (60, 101)]"
25482,Buzoienii sunt sclavii sclavilor. Cacanarii imputiti plangeau ca au invins steluta din greseala.,"['sclavii sclavilor', 'Cacanarii imputiti']","[(15, 32), (34, 52)]"
18221,"BAAAAA BAGAVAS PLA IN CUR DE TZARANI PROSTI!! DA MA E URAT E NASOL SUNT TIGANI LA BUCURESTI..DA RAMANETI IN SLOBOZI LA VOI LA TZARA CA NEAM SATURAT DE ATATA AGLOMERATIA DIN CAUZA LA SCLAVI CA VOI CARE VENITI IN BUCURESTI!! DIN CAUZA VOASTRA CA VENITI TOTI SALAHORII IN BUCURESTI DIN CAUZA ASTA E AGLOMERATIA ASTA IN BUCURESTI, CA VENITI TOTI TARANII DE LA CURU VACII SA LUCRATI LA BORDURI SI CU ZIUA PRIN PIETE
 !!!!
 
 STATI IN SLBZ LA VOI ACOLO CA E FRUMOSSSSSSSS","['BAGAVAS PLA IN CUR DE TZARANI PROSTI', 'TIGANI', 'RAMANETI IN SLOBOZI LA VOI LA TZARA', 'SCLAVI CA VOI', 'SALAHORII', 'TARANII DE LA CURU VACII', 'STATI IN SLBZ LA VOI ACOLO']","[(7, 43), (72, 78), (96, 131), (182, 195), (256, 265), (342, 366), (423, 449)]"
18310,"bai moldoveni prosti ce sunteti, knd ii injuratzi pe bucuresteni va injuratzi singuri familiile si rudele.. mai mult de jumatate din bucuresti sunt moldoveni, e plin...","[' moldoveni prosti', 'knd ii injuratzi pe bucuresteni va injuratzi singuri familiile si rudele']","[(3, 20), (33, 105)]"
20600,"behehe, tie, dar si celorlalti inapti din punct de vedere mintal care folosesc forumuri doar pt a ura cancer, HIV si tot felul de alte maladii, va recoand cu mare caldura un psiholog si sa nu ma mergeti(daca ati gost vreodata) pe stadion. Datorita incultilor ca voi fotbalul romanesc ajunge i situatii criza, de genul meciului steaua-rapid. Datorita nivelului intelectual scazut si al lipsei de bun simt elementar.","['inapti din punct de vedere mintal', 'va recoand cu mare caldura un psiholog', 'incultilor']","[(31, 64), (144, 182), (248, 258)]"
17833,"Porcul tot porc ramane, daca nu-si manaca de sub fund nu e el, Muresan. Daca il lasa lumea in pace iar uita ca doar un veterinar gras si transpirat care inca nu stie cati jucatori are o echipa de fotbal dar face niste declaratii de om de fotbal. Ce treba are zoofilul cu fotbalul? La abator cu porcul Muresan, carnati si sunca din el, cal a 3-a ca e spurcat rau","['Porcul tot porc ramane, daca nu-si manaca de sub fund nu e el', 'veterinar gras si transpirat', ' zoofilul ', ' La abator cu porcul Muresan,', 'spurcat rau']","[(0, 61), (119, 147), (258, 268), (280, 309), (350, 361)]"
15287,Normal ca te respecta rahatule...pentru ca ai facut praf pe Dinamo !!! RETARDATULE,"[' rahatule', 'RETARDATULE']","[(21, 30), (71, 82)]"
19500,"oaia aia fara mustata bashina argaseala normal ca sa-i fie dedicat cu curu si gura la jiji oieru becali cel mai analfabet om din lume hahalera pt ca cine il mai intretine,cine ii mai da sa pape,il arde in buci?asa ca yo in slujba neamului si a cruci oilor dang dang premiez ciobani mei!","['oaia aia fara mustata bashina argaseala', 'sa-i fie dedicat cu curu si gura la jiji oieru becali cel mai analfabet om din lume hahalera', 'il arde in buci']","[(0, 39), (50, 142), (194, 209)]"
26645,"Le cad penele la c.i.ori :))
 
 Gata ba ca nu meritati nimic cu comportamentul ala de t.iga.ni!","['Le cad penele la c.i.or', ' t.iga.ni']","[(0, 23), (87, 96)]"
26342,bravo pentru raspuns!!!pac-pac!!la figurat si cineva o sa-i faca ciobanului pac-pac!! si la propriu ca prea le cumpara el pe toate,['cineva o sa-i faca ciobanului pac-pac'],"[(46, 83)]"
21420,"ba red da tare prost mai esti si un retardat mintal, o fosila a societatii umane, o scursura jegoasa de buda, mai exact un mare prost. marsh de aici oligofrenule. daca vrei si emailul meu ti-l dau tarane poate am ocazia sa te prind si sa te invat o lectie cap de gaina ce esti.","['prost', 'retardat mintal', 'fosila a societatii umane', ' scursura jegoasa de buda', 'mare prost', 'marsh de aici oligofrenule', 'tarane', 'sa te prind si sa te invat o lectie', 'cap de gaina ce esti']","[(15, 20), (36, 51), (55, 80), (83, 108), (123, 133), (135, 161), (197, 203), (220, 255), (256, 276)]"
18413,Bai ciobanu asta chiar ne crede un popor de tampiti??Sa-i fie rusine...,"['popor de tampiti', 'Sa-i fie rusine', 'ciobanu asta']","[(4, 16), (35, 51), (53, 68)]"
13762,"ar trebui facut un spot cu ganea dand gol si 100000 de rromi cu 2 kile de aur la gat bucurandu-se,iar printesa diana rade in hohote de anglia.sa vedem ce spun atunci cultivatii astia la 18 grade(e canicula la ei temperatura asta).poporul asta nu prea vede soarele si umezeala le cam rugineste neuronul",['le cam rugineste neuronul'],"[(276, 301)]"
11786,"am ajuns un campionat de rahat,cu multe blaturi,cu ciobani care se tiganesc ca la usa cortului si cu conducatori de tot rasul.oare sunteti asa de chiori sa nu vedeti cate blaturi sunt? mi- scarba de fotbalul romanesc.PAC PAC SUNTETI PENIBILI","[' campionat de rahat', 'ciobani care se tiganesc ca la usa cortului', 'conducatori de tot rasul', 'sunteti asa de chiori', 'mi- scarba', 'PAC PAC SUNTETI PENIBILI']","[(11, 30), (51, 94), (101, 125), (131, 152), (185, 195), (217, 241)]"
16302,"mdea deci dc tacea..mare ajungea..
 astia se crede intr-o piesa de teatru..pana or sa se trezeasca intr-o zi..calkati in picioare.",['or sa se trezeasca intr-o zi..calkati in picioare'],"[(81, 130)]"
8444,"bet STEAUA cu 4-1 si ii dam in p..a noastra pe toti ungurii astia imputiti.MUUUUUUUIIIIIEEEEEEEEEEEEEEEEEEEE celor ce nu sunt cu noi.......FORZA STEAUA!!!
 FORZA LACA......FORZA RADOI.....FORZA STEAUA!!!!!!!!!!!!!","['ii dam in p..a noastra pe toti ungurii astia imputiti', 'MUUUUUUUIIIIIEEEEEEEEEEEEEEEEEEEE']","[(21, 74), (75, 108)]"
26736,"deci...rapidistilor va rog sa nu mai veniti toti cu rujuri ca de obicei ca nu va mai lasa cu ele pe stadion ""fetitzelor"" :)))) sau poate va lasa sa va rujati inainte dar numai cand jucati cu cefere ca sa aratati cat mai bine cand va pun aia capra :)))) rapid=ceferita 2 dupa dinamo care e ceferita 1 (chiar si aici nu sunteti pe locul 1)","['""fetitzelor""', 'sa aratati cat mai bine cand va pun aia capra']","[(108, 120), (201, 246)]"
25639,"da..mai nene Craiova e mai buna ca CFR Cluj si sa le fie rusine ca sau lasat invinsi..cum domnule Craiova o echipa de sampion lig sa fie invinsa de ultima clasata ...hmmm miroase a blat .....ce prosti suntem
 Miroase a blat in mintea a u r o l a c i l o r de stelisti in frunte cu al lor cioban
 semnat: un roman din bucuresti","['sa le fie rusine', 'prosti', 'a u r o l a c i l o r', 'cioban']","[(47, 63), (194, 200), (235, 256), (289, 295)]"
37464,"Ai avut pe naiba.Cum de in a doua faza se vede bricheta si in prima nici macar nimic pe langa el, desi... este surprinsa faza cand se lasa jos.E simplu...nu a fost bricheta... nu a fost lovit... ci pur si simplu... a fost un meci aranjat.Nu stiu, sa ma ierte dumnezeu pentru ca e doar un joc, dar cand vad asa oameni mi se face dor de HITLER.oare diaconu nu e evreu?m-as bucura foarte tare","['Ai avut pe naiba', 'mi se face dor de HITLER', 'oare diaconu nu e evreu']","[(0, 16), (317, 341), (342, 365)]"
42719,"bai, voi chiar ati crezut????
 HHHHHHHHahahahaha
 F.u.t.u.-va nemu-n gura de maimutoi!!!!!",['F.u.t.u.-va nemu-n gura de maimutoi'],"[(52, 87)]"
38273,"sa dea D-zeu sa muriti cu totii parsvilor,cei care a-ti facut aceste contracte,nea-ti luat si aceasta bucurie iar voi aveti mii de euro salar si noi platim abonamente scumpe,pentru ce? MOARTE COMUNISTILOR.","['sa muriti cu totii parsvilor', 'MOARTE COMUNISTILOR']","[(13, 41), (185, 204)]"
24975,"popa manincakkt ca de obicei. nu l-a amenintat nimeni si cind el ii injura pe spectatori cepulamea credea ca or sa-i transmita aia: pupaturi de maini lui doamna, sau sa-mi bagpulanmatta!!! Esti prost bah popa, mai bine retrage-te ca tefaci doar dekkt si te umpli de penibil...","['popa manincakkt', 'cepulamea', 'bagpulanmatta', 'Esti prost', 'tefaci doar dekkt si te umpli de penibil']","[(0, 15), (89, 98), (172, 185), (189, 199), (233, 273)]"
23899,"iar esti cretin ma ... pai nu e vorba numai de un meci de acu 2 ani ... e vorba de vreo 6-7 meciuri in care nu s-a luat decizia asta ""capitala"", cu toate ca au fost cam aceleasi imprejurari!! Ce draq incerci sa o scoti de buna cand se vede clar ce a fost aseara...o mica sceneta din Momentele si Schitele lu Jiji;)(asta nu inseamna ca arbitru nu a fost lovit..se vede si acest lucru destul de bine pe reluare) Eu inca mai sper ca o sa de-a dovada de intelegere comisia si sa permita RELUARE","['cretin', 'draq']","[(9, 15), (195, 199)]"
23884,"Oricum Steaua ramane singura echipa ROMANEASCA ce va juca in Champions League.
 
 cfr e echipa bozgorilor",['echipa bozgorilor'],"[(90, 107)]"
24410,"mei nespalatiilor duceti la scoala si ami invatati istorie ca sunteti analfabeti!!! esti tare frate, vino in ciuc daca vrei sa prinzi p cienva si numai kikiri akolo moldovean jegos","['nespalatiilor', 'analfabeti', 'moldovean jegos']","[(4, 17), (70, 80), (165, 180)]"
8529,"Mancati rahat ca prostii, stelisti oligofreni. Uitati-va mai bine pe reluare, se vede clar jucatorul care il scoate din offside. Maimutele drq","['Mancati rahat ca prostii, stelisti oligofreni.', 'Maimutele drq']","[(0, 46), (129, 142)]"
22146,ce reaci ai mah moldovean prost....maaaa...te'ngat cu fratzii tai...e 3-0 shi suspendarea terenuli...apropos...eshti prost,"['moldovean prost', ""te'ngat cu fratzii tai"", 'prost']","[(16, 31), (43, 65), (117, 122)]"
33071,"STIRE BOMBA DE ULTIMA ORA :
 Becali a fost gasit spanzurat cu ciorapii nevestesii in pivnita casei din pipera !!!",['a fost gasit spanzurat cu ciorapii nevestesii in pivnita casei din pipera'],"[(37, 110)]"
22305,Firati ai dreacu d handikpati ku comentariile voastre d kkt.Gloria merita sa mearga in prelungiri si sa pata pa urziceni.tot meciu arbitru a tinut numa cu ei.Gloria s-a vazut k joaca numa p teren.DAk batem maine la cluj suntem k si salvati. Asa k inchidetiva dracu gurile si nu mai faceti comentarii d cacat.Vb d echipele voastre.X(,"['Firati ai dreacu d handikpati', 'comentariile voastre d kkt.', 'inchidetiva dracu gurile', 'nu mai faceti comentarii d cacat']","[(0, 29), (33, 60), (247, 271), (275, 307)]"
10084,sa va dau la miue de stelisti..... in special lui gigi!!! e un muist si un cacanar !!!!,"['sa va dau la miue ', 'un muist si un cacanar']","[(0, 18), (60, 82)]"
10091,"ce tarani ridicoli la mioveni.ei se bucurau ca steaua a dat gol la craiova ,iar in acelasi timp echipa lor se afunda spre divizia b,unde va ajunge cu brio.asta a fost exact o reactie de idioti ci I mare.Muriti sclavilor!!!","['tarani ridicoli', 'idioti', 'Muriti sclavilor']","[(3, 18), (186, 192), (203, 219)]"
26315,"stii ca ai un cartonas galben si faci un gest cretin, demn de liga 1.",['cretin'],"[(46, 52)]"
21515,mah fratiolor impuscati-l pe asta nu-l lastati nepedepsit pt ce-o facut pt echipa voastra...,['impuscati-l pe asta nu-l lastati nepedepsit'],"[(14, 57)]"
40856,"bai nesimtitilor....de zburatoarele alea de la rapid ati apus intr-una ca vai va bateti joc de munca jucatorilor....
 
 dar cu baietii astia care joaca pe teren ce aveti...leprelor?????
 o fi oierul ala nenorocit....
 dar jucatorii ce vina au sa suporte cacaturile alea de glume...cu bricheta si alte ironii ieftine....","['nesimtitilor', 'zburatoarele', 'leprelor', 'oierul ala nenorocit', 'cacaturile alea de glume']","[(4, 16), (23, 35), (174, 182), (195, 215), (258, 282)]"
10978,kidd iti doresc cancer la p.....la sa nu mai ai cu ce sa o f.......ti pa mama ta aia traseista,['iti doresc cancer la p.....la sa nu mai ai cu ce sa o f.......ti pa mama ta aia traseista'],"[(5, 94)]"
10364,ca sa tii cu steaua trebuie sa fii si praduitor si bulangiu si cioban si paduchios!,['praduitor si bulangiu si cioban si paduchios'],"[(38, 82)]"
21829,CARE VB DE STEAUA SA MOARA MASA IN CHINUEI DE SIDA SI FAMILIA SAI DEA CIUMA IN EI SI SA LE SSUUGA PPPULA LA TOTZI STELISTI CA NUS MULTI TREI SFERTURI DE ROMANIA SI LA OILE SI LA BERBECI LUI BECALI DEAR RAMANE MUTI CEI CE VB DE STEAUA SA LE DEA DUMNEZEU CE NU VOR EI MUCI LA CCUR SI CCACAT LA NAS ARDEEAR FOCU STINGEEAR BENZINA,"['SA MOARA MASA IN CHINUEI DE SIDA SI FAMILIA SAI DEA CIUMA IN EI SI SA LE SSUUGA PPPULA', 'OILE SI LA BERBECI LUI BECALI', 'DEAR RAMANE MUTI', 'MUCI LA CCUR SI CCACAT LA NAS ARDEEAR FOCU STINGEEAR BENZINA']","[(18, 104), (167, 196), (197, 213), (266, 326)]"
21635,"ZUZU mananci kkt,daca numele de Muresan iti suna ungureste inseamna ca esti un cretin congenital,handicapatule!Oricum ungurii sunt de 10 ori mai civilizarti decat voi miticilor!","['mananci kkt', 'cretin congenital,handicapatule', 'miticilor']","[(5, 16), (79, 110), (167, 176)]"
27412,"Un ziar condus de retardati nu poate sa ofere decat stiri pentru retardati. Dupa ce k scrieti cate o stire din alte sporturi o data pe an si aia e de tot ""coloratul"". Mai bine n-o dadeati. Rusine Gazeta ""Fotbalului"", rusine si pentru PRO""Fotbal"" chiar daca ala are alt site","['retardati', 'retardati', '""coloratul""', ' Rusine']","[(18, 27), (18, 27), (65, 74), (65, 74), (154, 165), (188, 195)]"
11275,vai de banatul vostru de idioti.blatisti ligii si fruntea kourului.mouistii lumii.aveti rahat pe la gura la cit rahat mincati si fuduli sinteti necioplitilor.va iubesc in gura de cretini.,"['idioti.blatisti', 'mouistii lumii', 'aveti rahat pe la gura la cit rahat mincati', 'fuduli sinteti necioplitilor', 'va iubesc in gura de cretini.']","[(25, 40), (67, 81), (82, 125), (129, 157), (158, 187)]"
44404,"da-v-as la m.w.i.e. de a.v.o.r.t.o.n.i, ce dreaq stati cu boturile alea ridicate asa? poate va apuc de urechiuse si va bag p.w.l.a pe gat. de ce nu am eu norocul sa ma intalnesc cu voi, ca sa va rup picioarele? ma p.i.s.h pe m.o.r.t.i.i. mamelor voastre.","['da-v-as la m.w.i.e. de a.v.o.r.t.o.n.i', ' ce dreaq stati cu boturile alea ridicate asa', 'poate va apuc de urechiuse si va bag p.w.l.a pe gat', 'sa va rup picioarele', 'ma p.i.s.h pe m.o.r.t.i.i. mamelor voastre.']","[(0, 38), (39, 84), (86, 137), (189, 209), (211, 254)]"
32450,"UNA PESTE ALTA SAU UNU PESTE ALTUL ... CINE E TEIA SPONTE .... E ROMAN, CA UNGUR SIGUR NU-I ... IO CRED CA E GAY CU SULA-N CUR. CA BECALI, CARE ARE O RETINERE LA FECALE, DE SE BATE CU, VIRGULA, CRUCEA-N CEPT. ARE MANCARIME-N GAOAZA LUI DE MACHEDON. DE CAND MACHEDONUL E MAI ROMAN CA UNGURUL? SAU ROMANUL E BECALI FILANTROPUL CARE CRESTE CASE PE TERENURI FURATE?","['GAY CU SULA-N CUR', 'ARE O RETINERE LA FECALE', 'ARE MANCARIME-N GAOAZA LUI DE MACHEDON']","[(109, 126), (144, 168), (209, 247)]"
8351,AVEM TOTI URA PE VOI SI IN 7 MAI VA FI RAZBOI....SA NU VENITI PE IOAN MOINA CA NU O SA MAI PLECATI ACASA INTREGI....JAVRE DE UNGURI CE SUNTETI,"['AVEM TOTI URA PE VOI', 'NU O SA MAI PLECATI ACASA INTREGI', 'JAVRE DE UNGURI']","[(0, 20), (79, 112), (116, 131)]"
35550,"sa va fuuttem cfristii imputiti
 e blat ce sa mai zicem de ofsaid
 baaaaaaaaaaa huo cfr si rapid dinamo si nesimtita de nestiinta in b cu ele","['sa va fuuttem cfristii imputiti', 'nesimtita']","[(0, 31), (109, 118)]"
12030,"In fiecare casa 
 e un ungur sau chiar un maghiar
 si cand da sa iasa , unguru din casa
 il pandeste un roman cun par ..","['cand da sa iasa , unguru din casa\\nil pandeste un roman cun par']","[(54, 117)]"
26742,BA VOI SUNTETI NORMALI LA CAP? FU-TU-TI-L-OR. CUM PUTETI DA ASEMENEA MESAJE?,"['VOI SUNTETI NORMALI LA CAP?', 'FU-TU-TI-L-OR']","[(3, 30), (31, 44)]"
10130,AS VREA CA SI ALTE ECHIPE CARE SUNT DEZAVANTAJATE DE ARBITRI SA FACA ASTA...INCLUSIV IN MECIURI DE-ALE LUI DINAMO...DESI SUNT DINAMOVIST. SA SE TERMINE DRACU' ODATA CU MARSAVIILE ASTEA..NU POTI VEDEA UN MECI DE FOTBAL FARA CA UN HANDICAPAT IN NEGRU(SAU PORTOCALIU)SA ITI STRICE ''PLACEREA'' JOCULUI...CARE ORICUM TINDE SPRE 0....,"["" DRACU'"", 'HANDICAPAT']","[(151, 158), (229, 239)]"
17736,"hai sa vedem un -3p sau -6p penalizare la zburatoare, acesti bruneti ai fotbalului romanesc care mai joaca si fotbal atunci cand nu mananca lebede.","['bruneti ai fotbalului romanesc', 'atunci cand nu mananca lebede']","[(61, 91), (117, 146)]"
26751,ce sa coate bre trica la nationala sa ne faca numa de rusine cu atitudinea lui de t.i.g.a.n prost m...u...i....e c.f.r,"['t.i.g.a.n prost', 'm...u...i....e']","[(82, 97), (98, 112)]"
15012,"daca 20 de vagabonzi se declara fani U Cluj nu insemna ca asa si este...U Nu are nevoie de acesti dobitoci care nu au nimic de a face cu spiritul echipei.
 
 Miercuri clujul ca sustine CFR-ul si nu ii vad bine pe cei cateva zeci de huligani care vor dori sa strice bucuria a sute de mii de clujeni si romani ANTI STEAUA
 
 
 fanii lui U CLUJ sunt iara slugile stelei?","['vagabonzi', 'dobitoci', 'huligani', 'slugile stelei']","[(11, 20), (98, 106), (234, 242), (357, 371)]"
